bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
2,1,1335,1345,25,Downtown,Single Family,Carport,1300000
3,2,1550,1884,20,Downtown,Single Family,None,1730000
2,1,1200,2077,20,Downtown,Single Family,Carport,1100000
2,1,581,8686,55,Downtown,Condo,Carport,452500
4,2,7029,7029,55,Suburbs,Single Family,Attached,1350000
4,1,1900,6534,65,Suburbs,Single Family,Carport,950000
3,1,1550,6308,20,Suburbs,Single Family,Carport,634000
4,2,1900,29235,20,Suburbs,Single Family,Attached,1350000
3,1,1550,5748,20,Suburbs,Single Family,Carport,586000
1,1,850,1076,20,Waterfront,Condo,Carport,600000
3,2,1087,4026,85,Waterfront,Single Family,Attached,1285000
4,2,1900,7029,20,Suburbs,Single Family,Attached,1190000
3,1,1550,10592,20,Suburbs,Single Family,None,2000000
4,2,1900,7470,20,Suburbs,Single Family,Attached,1214000
4,2,1900,7965,65,Suburbs,Single Family,Attached,1631888
3,1,1550,7233,20,Suburbs,Single Family,Carport,850000
3,2,1206,9827,75,Historic,Single Family,Attached,1051000
2,1,1200,7728,20,Suburbs,Single Family,Carport,910000
3,1,1475,9042,65,Suburbs,Single Family,Attached,785000
4,1,1900,8611,20,Waterfront,Single Family,Attached,1800000
4,3,2960,3875,15,Waterfront,Townhouse,Attached,2000000
4,2,2142,7352,45,Waterfront,Single Family,Attached,2000000
4,1,1884,7535,75,Waterfront,Single Family,Carport,1125000
3,2,1701,9128,96,Waterfront,Single Family,Attached,2000000
3,1,1270,5683,70,Suburbs,Single Family,Attached,985000
3,2,1550,6501,20,Suburbs,Single Family,Attached,915000
4,3,3251,6631,20,Waterfront,Single Family,Attached,1911000
3,2,1873,9827,20,Suburbs,Single Family,Attached,650000
3,1,1550,6835,45,Suburbs,Single Family,Attached,550000
4,2,1900,6157,20,Suburbs,Single Family,Attached,537000
3,2,1550,7535,52,Suburbs,Single Family,Attached,568000
3,2,500,6695,65,Waterfront,Single Family,Attached,1205000
4,2,1900,6297,20,Suburbs,Single Family,Attached,2000000
3,1,1550,6383,20,Suburbs,Single Family,None,605000
3,1,1345,5963,50,Suburbs,Single Family,Attached,572000
3,2,1550,9149,20,Suburbs,Single Family,Attached,680000
3,1,1550,6566,66,Suburbs,Single Family,Carport,790000
3,1,1216,1991,60,Suburbs,Single Family,Attached,630000
3,1,1550,6717,20,Suburbs,Single Family,Carport,900000
4,2,2067,4295,105,Waterfront,Single Family,Attached,2000000
3,1,1550,8396,20,Waterfront,Single Family,Attached,2000000
2,1,1076,30516,55,Waterfront,Townhouse,Carport,955000
3,2,1550,2960,33,Waterfront,Single Family,Carport,1350000
2,1,947,3057,105,Waterfront,Single Family,None,1630000
6,2,1830,7502,63,Waterfront,Single Family,Attached,1875000
3,1,1550,5737,20,Suburbs,Single Family,Attached,770000
4,2,1184,5823,45,Suburbs,Single Family,Attached,766000
3,1,1550,5737,20,Suburbs,Single Family,Attached,652000
3,2,1604,4252,120,Waterfront,Single Family,None,2000000
2,1,1216,5253,115,Downtown,Single Family,None,752500
8,3,1087,11442,45,Suburbs,Single Family,Carport,741000
3,1,500,3897,49,Suburbs,Single Family,None,283000
4,1,1582,7266,45,Suburbs,Single Family,Attached,430000
3,2,1238,5640,20,Suburbs,Single Family,Attached,439000
3,2,1550,5597,20,Suburbs,Single Family,Attached,815000
3,1,1550,3714,20,Suburbs,Single Family,Attached,665000
4,2,1787,5177,60,Suburbs,Single Family,Attached,890000
5,2,2250,6329,55,Suburbs,Single Family,Attached,1150000
3,2,1550,3520,20,Suburbs,Single Family,Attached,902000
3,1,1389,6663,60,Suburbs,Single Family,Attached,1162000
3,2,1550,10118,20,Suburbs,Single Family,Carport,835000
4,2,1900,7147,20,Suburbs,Single Family,Attached,1400000
3,1,1485,7728,70,Suburbs,Single Family,Carport,1586000
4,2,1927,7449,55,Suburbs,Single Family,Attached,1408000
4,2,2196,9838,45,Suburbs,Single Family,Attached,1080000
3,2,1550,9074,20,Suburbs,Single Family,Attached,1105000
5,3,2250,7040,65,Suburbs,Single Family,Attached,880000
3,1,1152,7061,53,Suburbs,Single Family,Attached,840000
3,1,2153,6308,80,Waterfront,Single Family,Carport,1321188
5,3,10000,50000,20,Suburbs,Single Family,Attached,1355000
2,1,1055,3692,45,Suburbs,Single Family,Attached,1130000
3,1,1550,3703,20,Suburbs,Single Family,Carport,950000
2,1,893,3789,75,Historic,Single Family,Attached,800000
2,1,850,11238,55,Downtown,Single Family,None,516000
3,2,1550,1981,115,Historic,Single Family,Carport,1360000
2,1,1200,3444,105,Historic,Single Family,None,1300000
4,2,1744,3703,120,Historic,Single Family,Carport,1550000
2,1,1464,1561,95,Historic,Single Family,None,1015000
4,2,2024,2842,29,Suburbs,Single Family,Attached,1350000
3,1,1550,5705,20,Waterfront,Single Family,Attached,1075000
2,1,1200,7987,20,Suburbs,Single Family,Carport,1000000
3,2,1550,2368,20,Suburbs,Townhouse,Attached,763000
3,1,1292,7449,85,Waterfront,Single Family,Carport,760000
3,2,1550,9117,20,Waterfront,Single Family,Attached,1382000
4,2,2110,8299,55,Suburbs,Single Family,Attached,1450000
4,2,1916,6351,85,Waterfront,Single Family,Attached,1450000
3,1,1550,7933,20,Waterfront,Single Family,Attached,1540000
3,2,1550,17287,20,Waterfront,Townhouse,Attached,1060000
4,2,1916,5134,13,Suburbs,Single Family,Attached,625500
3,1,1625,3154,120,Waterfront,Single Family,Attached,1725000
3,1,1550,1206,20,Waterfront,Single Family,None,1635000
3,2,1582,1000,27,Waterfront,Townhouse,Attached,1463000
3,1,1550,8934,20,Suburbs,Single Family,Attached,1150000
3,1,1550,5307,20,Suburbs,Single Family,Attached,820000
4,1,1900,7298,20,Suburbs,Single Family,Attached,950000
3,1,1550,7481,20,Suburbs,Single Family,Attached,901000
3,1,1550,2551,20,Suburbs,Single Family,Carport,680000
3,1,1550,7804,20,Suburbs,Single Family,Attached,890000
4,2,1900,6997,20,Suburbs,Single Family,Attached,1190000
3,1,1550,4994,20,Suburbs,Single Family,Attached,855000
4,2,1900,5748,20,Suburbs,Single Family,Attached,785000
5,2,3886,9601,21,Suburbs,Single Family,Attached,1000000
3,1,1550,6814,20,Suburbs,Single Family,Carport,800000
3,1,1238,7180,105,Historic,Single Family,Attached,1400000
1,1,549,47630,13,Downtown,Condo,Carport,400000
3,1,1550,3229,20,Downtown,Single Family,Carport,1900000
4,2,1900,7072,20,Suburbs,Single Family,Attached,999999
5,3,2250,6986,20,Suburbs,Single Family,Attached,1100000
3,1,1550,6975,20,Suburbs,Single Family,Attached,1100000
3,1,1550,7427,20,Suburbs,Single Family,Attached,850000
3,2,1442,2637,21,Suburbs,Single Family,Attached,426000
4,2,1981,1862,15,Waterfront,Townhouse,Carport,1050000
2,1,947,3208,120,Historic,Single Family,None,680000
2,1,1023,1378,120,Waterfront,Single Family,None,1151000
2,2,1200,3617,20,Waterfront,Townhouse,Carport,817000
4,2,2013,4779,17,Suburbs,Single Family,Attached,658500
3,1,1507,7750,70,Suburbs,Single Family,Attached,881000
3,1,1550,7427,20,Suburbs,Single Family,Carport,645000
3,1,1550,5877,20,Suburbs,Single Family,None,549500
3,2,1615,7363,40,Suburbs,Single Family,Attached,897000
4,2,2852,3488,120,Waterfront,Single Family,Carport,2000000
2,1,1442,1141,120,Waterfront,Single Family,None,1000000
4,3,1900,2411,75,Historic,Single Family,Attached,1625000
3,1,1442,5296,20,Suburbs,Single Family,Attached,810000
3,2,1798,7847,24,Suburbs,Single Family,Carport,657500
3,2,1550,11388,20,Suburbs,Single Family,Carport,778000
5,3,2239,6620,25,Suburbs,Single Family,Attached,675000
4,2,2067,7944,25,Suburbs,Single Family,Attached,605000
4,2,1249,10839,45,Suburbs,Single Family,Carport,600000
4,2,1900,4306,20,Suburbs,Single Family,Attached,895000
3,2,1550,1679,20,Suburbs,Single Family,Carport,555000
4,3,2756,4478,11,Waterfront,Single Family,Attached,1910000
3,2,1550,9074,20,Waterfront,Single Family,None,2000000
3,2,1550,6986,20,Suburbs,Single Family,Attached,746000
4,2,3918,7664,27,Suburbs,Single Family,Attached,751000
3,2,1550,7072,20,Suburbs,Single Family,Attached,600000
4,2,1830,5597,45,Suburbs,Single Family,Attached,910000
4,2,1900,12142,20,Suburbs,Single Family,Attached,1561000
3,2,1550,9020,20,Suburbs,Single Family,Attached,1250000
3,2,1550,8557,20,Suburbs,Single Family,Attached,700000
3,1,1550,6168,20,Suburbs,Single Family,Carport,720000
4,2,1787,7341,52,Suburbs,Single Family,Attached,1260000
4,2,1711,6997,45,Suburbs,Single Family,Attached,1202000
4,2,1900,6469,20,Suburbs,Single Family,Attached,920000
5,2,2777,7944,45,Suburbs,Single Family,Attached,1180000
5,2,2250,8568,20,Suburbs,Single Family,Attached,1400000
3,2,1238,5565,40,Suburbs,Single Family,Carport,515000
3,1,1550,4887,20,Suburbs,Single Family,Carport,430000
3,1,1023,3617,75,Historic,Single Family,Attached,840000
3,1,1550,4058,20,Suburbs,Single Family,Attached,879000
2,2,1200,4564,20,Suburbs,Single Family,Attached,560000
3,1,1550,7438,20,Suburbs,Single Family,Attached,1025000
5,2,3132,8503,35,Suburbs,Single Family,Attached,1660000
3,1,1550,2895,20,Suburbs,Single Family,Carport,832000
2,1,1200,1238,20,Suburbs,Townhouse,Carport,401000
3,2,1550,2982,20,Suburbs,Single Family,Attached,1300000
3,1,1378,5156,95,Historic,Single Family,Carport,1360000
3,2,1345,3778,115,Historic,Single Family,Attached,1455000
3,1,1550,7502,20,Suburbs,Single Family,Carport,975500
3,1,1550,6738,20,Suburbs,Single Family,Attached,880000
3,2,1453,1744,120,Waterfront,Single Family,Carport,2000000
3,1,1550,2594,20,Waterfront,Single Family,Carport,2000000
3,2,1550,6286,20,Suburbs,Single Family,Attached,920000
2,1,1200,2637,20,Suburbs,Condo,Carport,801250
3,1,1410,5952,65,Suburbs,Single Family,Attached,791000
4,2,2056,6178,115,Waterfront,Single Family,Carport,2000000
4,2,1916,3122,13,Downtown,Single Family,Attached,1151000
4,2,2153,3638,20,Waterfront,Townhouse,Carport,1650000
3,2,2174,12594,75,Waterfront,Single Family,Attached,2000000
3,1,1550,3498,20,Waterfront,Single Family,None,1680000
5,4,2250,8934,20,Waterfront,Single Family,Attached,2000000
3,1,1550,7136,20,Waterfront,Single Family,Carport,1900000
5,2,500,12626,65,Waterfront,Single Family,Attached,2000000
4,2,1900,9343,20,Waterfront,Single Family,Attached,1650000
3,2,1550,6415,20,Waterfront,Single Family,Attached,1589000
4,2,1900,6329,20,Waterfront,Single Family,Attached,1385000
4,1,1900,7040,65,Suburbs,Single Family,Carport,951000
3,2,1550,6092,20,Waterfront,Single Family,Attached,1300000
5,3,2616,7502,65,Waterfront,Single Family,Attached,1800000
4,2,1970,2906,13,Waterfront,Townhouse,Attached,1130000
4,3,2002,6512,95,Waterfront,Single Family,Attached,1370000
3,2,2088,6803,75,Waterfront,Single Family,Attached,1311000
3,1,1302,7502,75,Historic,Single Family,Carport,1350000
4,2,1900,7502,20,Suburbs,Single Family,Attached,1660000
3,2,1615,9548,35,Suburbs,Single Family,Attached,905000
3,1,1550,6286,20,Suburbs,Single Family,Attached,1152000
3,1,1098,6943,75,Historic,Single Family,Attached,920000
4,1,1464,8008,55,Suburbs,Single Family,Carport,728000
5,3,1432,6598,70,Suburbs,Single Family,Attached,1900000
4,3,3358,11420,65,Suburbs,Single Family,Attached,1030000
4,3,1900,6835,95,Waterfront,Single Family,Attached,2000000
4,2,2174,7535,95,Waterfront,Single Family,Attached,2000000
4,2,1900,9483,10,Waterfront,Single Family,Attached,2000000
3,1,1884,7373,75,Waterfront,Single Family,Attached,2000000
3,2,500,6706,105,Waterfront,Single Family,Attached,1650000
5,2,2960,8320,75,Waterfront,Single Family,Attached,1650000
1,1,861,3595,16,Suburbs,Condo,None,424000
3,2,1313,1485,27,Downtown,Townhouse,Carport,959000
2,1,1200,1711,20,Downtown,Single Family,Carport,975000
3,1,1550,6189,20,Suburbs,Single Family,Attached,1160000
2,1,1200,4672,20,Suburbs,Single Family,Attached,887500
3,2,1722,4790,100,Historic,Single Family,Attached,2000000
5,3,2250,6383,20,Suburbs,Single Family,Attached,940000
4,2,1900,5845,20,Suburbs,Single Family,Attached,850000
4,2,500,5651,60,Suburbs,Single Family,Carport,815000
3,2,1873,4962,25,Suburbs,Single Family,Attached,580000
3,2,1625,2809,10,Waterfront,Single Family,Attached,1220000
3,2,1550,7911,20,Waterfront,Single Family,Carport,1238000
4,3,2024,10807,75,Waterfront,Single Family,Attached,1535000
3,1,1550,5985,20,Waterfront,Single Family,Carport,1340000
2,1,1012,7868,75,Waterfront,Single Family,Carport,1322500
4,2,1900,7223,111,Waterfront,Single Family,Attached,2000000
3,2,1550,4833,110,Waterfront,Single Family,Attached,1935000
3,1,1442,50000,120,Downtown,Single Family,None,1760000
3,2,2077,8805,14,Waterfront,Single Family,Attached,1400000
3,1,1109,6953,38,Suburbs,Single Family,Carport,546000
3,1,1119,5102,32,Suburbs,Single Family,Attached,532000
3,2,1550,8654,20,Suburbs,Single Family,Attached,615000
2,1,883,9892,15,Waterfront,Condo,Carport,790000
3,2,1550,50000,20,Waterfront,Single Family,Attached,990000
3,1,1023,5748,45,Suburbs,Single Family,Carport,725000
5,2,2293,10828,55,Waterfront,Single Family,Attached,1300000
3,2,1227,6405,20,Waterfront,Single Family,Attached,975000
3,2,1324,5759,55,Suburbs,Single Family,Attached,950000
2,1,1200,6458,20,Suburbs,Townhouse,Carport,770000
3,1,1119,5769,50,Suburbs,Single Family,Attached,460000
3,2,500,2120,13,Suburbs,Single Family,Carport,412500
3,1,1550,3638,21,Suburbs,Single Family,Carport,465000
5,3,2196,5683,19,Suburbs,Single Family,Attached,720008
5,2,3165,9300,45,Suburbs,Single Family,Attached,1188000
5,2,1991,10818,65,Suburbs,Single Family,Attached,905000
5,2,1572,6544,65,Suburbs,Single Family,Carport,600000
3,2,1550,7933,85,Historic,Single Family,Attached,1100000
4,2,2174,9063,45,Suburbs,Single Family,Attached,1060000
4,2,1647,21528,50,Suburbs,Single Family,None,905000
3,1,500,5769,45,Suburbs,Single Family,Attached,595000
4,2,2799,9192,30,Suburbs,Single Family,Attached,810000
5,2,2390,10893,110,Historic,Single Family,Attached,2000000
3,1,1550,5124,20,Suburbs,Single Family,Attached,1240000
3,2,2099,7158,120,Historic,Single Family,Carport,1580000
2,1,1200,5920,20,Suburbs,Single Family,Carport,594000
2,1,861,1894,120,Downtown,Single Family,None,1385000
2,1,1001,1765,120,Downtown,Single Family,Carport,1400000
4,3,1862,2669,120,Downtown,Single Family,Carport,1870000
4,1,2153,2594,20,Downtown,Single Family,Carport,1620000
3,1,1184,3595,105,Historic,Single Family,Attached,755000
3,1,1550,2497,20,Suburbs,Single Family,Attached,750000
4,1,1281,6577,65,Suburbs,Single Family,Carport,1078000
3,2,1550,7007,65,Suburbs,Single Family,Attached,1197000
4,2,1900,6717,20,Suburbs,Single Family,Attached,1000000
6,1,1507,7578,75,Historic,Single Family,Carport,1065000
3,1,1550,6480,20,Suburbs,Single Family,Attached,515000
3,1,980,7072,50,Suburbs,Single Family,Carport,493000
3,2,2605,25887,45,Suburbs,Single Family,Attached,1155000
4,2,2056,10086,65,Suburbs,Single Family,Attached,980000
3,1,1550,7513,20,Suburbs,Single Family,Attached,750000
3,2,1550,4036,50,Suburbs,Single Family,Attached,742000
5,3,2250,6781,20,Waterfront,Single Family,Attached,1700000
4,2,500,6964,115,Waterfront,Single Family,Attached,2000000
3,1,1550,7718,20,Waterfront,Single Family,Attached,1688000
2,1,1200,6351,20,Suburbs,Single Family,Attached,725000
4,3,2314,1830,8,New Development,Townhouse,Attached,655000
4,2,1900,8557,20,Suburbs,Single Family,Attached,950000
2,1,1200,2239,30,Suburbs,Condo,Carport,540000
3,2,1550,1636,20,Suburbs,Single Family,Carport,600000
3,2,1550,9397,40,Suburbs,Single Family,Attached,842000
2,1,1200,7578,68,Suburbs,Condo,Carport,670000
4,2,1900,6254,20,Waterfront,Single Family,Attached,2000000
3,1,1550,7083,20,Waterfront,Single Family,Attached,1280000
3,1,1550,6727,20,Waterfront,Single Family,Carport,1335000
4,1,1464,6889,65,Suburbs,Single Family,Attached,625000
2,1,1200,2239,20,Waterfront,Single Family,None,1350000
3,1,1550,5016,20,Suburbs,Single Family,Carport,520000
2,1,1200,1701,25,Waterfront,Condo,Carport,680500
4,2,1615,6491,40,Suburbs,Single Family,Attached,602000
3,2,1550,5705,20,Suburbs,Single Family,Attached,565000
4,2,1938,6803,40,Suburbs,Single Family,Attached,567000
2,1,1200,1615,20,Suburbs,Condo,Carport,315000
4,2,1900,6458,20,Waterfront,Single Family,Attached,1190000
4,2,1900,6297,75,Historic,Single Family,Attached,1200000
4,2,2691,5985,47,Suburbs,Single Family,Attached,1125000
5,2,2250,3175,20,Suburbs,Single Family,Attached,739000
3,2,1550,7147,20,Suburbs,Single Family,Attached,683000
4,2,2400,7815,45,Suburbs,Single Family,Attached,700000
1,1,850,5081,20,Suburbs,Single Family,None,860000
4,2,1900,50000,20,Suburbs,Single Family,Attached,886000
3,2,1884,4349,16,Suburbs,Single Family,Attached,960000
4,3,2939,7212,55,Suburbs,Single Family,Attached,1160000
3,1,1550,6254,50,Suburbs,Single Family,Attached,821000
4,2,1900,2056,20,Waterfront,Single Family,Attached,1800000
4,3,3025,7976,105,Waterfront,Single Family,Attached,2000000
3,2,2497,4639,19,Waterfront,Single Family,Attached,1750000
5,2,500,7190,19,Waterfront,Single Family,Attached,2000000
4,3,1900,5630,20,Waterfront,Single Family,Attached,2000000
3,2,1550,6997,20,Waterfront,Single Family,Attached,2000000
3,2,2164,4768,11,Suburbs,Single Family,Attached,930000
3,1,500,9278,55,Suburbs,Single Family,Attached,803000
3,1,1582,6082,55,Suburbs,Single Family,Carport,560000
4,2,3649,6674,95,Waterfront,Single Family,Attached,2000000
3,1,1550,4499,20,Suburbs,Single Family,Attached,671000
3,1,1550,5759,20,Suburbs,Single Family,Attached,690000
3,1,1550,5813,20,Suburbs,Single Family,Carport,520000
3,1,1432,5834,57,Suburbs,Single Family,Attached,625000
4,2,2842,9354,18,Suburbs,Single Family,Attached,965000
3,1,1184,1798,15,Suburbs,Single Family,Carport,735000
4,2,1900,6814,20,Waterfront,Single Family,Attached,860000
2,1,1044,1389,85,Waterfront,Condo,Carport,651000
3,1,2013,21818,61,Downtown,Single Family,Attached,2000000
4,2,1900,6103,96,Waterfront,Single Family,Carport,1830000
4,2,1900,3886,20,Waterfront,Townhouse,Attached,1655000
3,1,1130,6157,45,Suburbs,Single Family,Attached,535000
5,2,3014,17976,25,Suburbs,Single Family,Attached,710000
3,1,1130,6986,50,Suburbs,Single Family,Carport,395000
3,1,1550,6028,20,Suburbs,Single Family,Attached,1002500
3,1,1216,2142,120,Waterfront,Single Family,None,2000000
4,3,1900,6986,20,Suburbs,Single Family,Attached,1185000
3,2,1615,3326,20,Suburbs,Condo,Attached,907800
3,2,1464,7233,55,Suburbs,Single Family,Attached,1010000
4,2,1900,17341,20,Suburbs,Single Family,Attached,720000
2,1,710,15877,55,Suburbs,Condo,Carport,435000
4,3,1900,2508,20,Suburbs,Single Family,None,1525000
4,1,1389,4833,115,Historic,Single Family,Carport,1305000
3,1,1485,6297,75,Waterfront,Single Family,Attached,1072000
3,1,500,6243,55,Waterfront,Single Family,Carport,1290000
3,1,1550,9300,20,Suburbs,Single Family,Attached,760000
4,3,1916,5995,105,Historic,Single Family,Attached,1500000
3,2,1270,5059,65,Suburbs,Single Family,Carport,1028800
6,2,3961,5963,26,Suburbs,Single Family,Attached,1840000
3,2,1485,2540,19,Suburbs,Townhouse,Attached,1035000
3,2,1507,7632,67,Suburbs,Single Family,Attached,940000
3,1,1195,3714,75,Historic,Single Family,Carport,845000
3,1,1550,6997,20,Suburbs,Single Family,Attached,1305000
2,1,721,1076,120,Downtown,Single Family,None,1080000
2,2,872,1862,115,Historic,Single Family,Carport,1118000
2,1,1200,9720,40,Suburbs,Condo,Carport,710000
2,1,1200,7707,20,Suburbs,Single Family,Carport,1006000
2,1,818,4510,105,Waterfront,Single Family,None,875000
2,2,1200,6458,20,Suburbs,Single Family,None,985000
3,2,1550,5813,20,Waterfront,Single Family,Attached,1510000
4,2,1900,7136,30,Waterfront,Single Family,Attached,1870000
4,2,1900,5974,75,Waterfront,Single Family,Carport,1700000
3,1,1550,6480,20,Suburbs,Single Family,Attached,1060000
4,3,4844,7158,9,New Development,Single Family,Attached,2000000
4,2,1841,6222,105,Historic,Single Family,Attached,1260000
4,2,1464,4306,14,Suburbs,Single Family,Attached,527000
4,3,500,1324,15,Waterfront,Townhouse,Attached,2000000
2,2,1200,2120,20,Waterfront,Single Family,None,1515000
